//Year 2005
14.0,10.0,19.0,0.3,246.0,0.46,0.0,2.0,92.0,22.0,0.0,16.0,1.0,28.0,22.0,0.37,306.0,0.63,0.0,0.0,73.0,31.0,0.0,7.0,0.0,32.0,20.0,30.0
4.0,8.0,12.0,0.3,25.0,0.42,3.0,5.0,95.0,23.0,0.0,6.0,2.0,22.0,20.0,0.21,164.0,0.6,0.0,1.0,152.0,36.0,0.0,10.0,0.0,38.0,7.0,22.0
1.0,2.0,26.0,0.25,272.0,0.76,1.0,2.0,148.0,32.0,0.0,5.0,1.0,34.0,16.0,0.38,278.0,0.6,2.0,0.0,95.0,18.0,0.0,7.0,1.0,26.0,27.0,13.0
11.0,13.0,19.0,0.5,333.0,0.61,1.0,3.0,57.0,23.0,0.0,8.0,2.0,31.0,23.0,0.4,191.0,0.57,1.0,1.0,198.0,34.0,0.0,4.0,0.0,29.0,7.0,27.0
12.0,9.0,19.0,0.08,242.0,0.45,2.0,1.0,70.0,20.0,0.0,7.0,1.0,28.0,21.0,0.53,275.0,0.66,1.0,0.0,151.0,33.0,0.0,11.0,2.0,32.0,10.0,34.0
23.0,19.0,12.0,0.47,199.0,0.62,2.0,2.0,146.0,31.0,0.0,13.0,0.0,31.0,15.0,0.45,215.0,0.66,3.0,3.0,33.0,15.0,0.0,9.0,2.0,29.0,24.0,13.0
7.0,3.0,16.0,0.37,206.0,0.66,2.0,3.0,97.0,23.0,0.0,7.0,2.0,29.0,18.0,0.5,218.0,0.81,0.0,0.0,206.0,41.0,0.0,3.0,0.0,31.0,7.0,34.0
16.0,27.0,11.0,0.46,125.0,0.53,1.0,3.0,41.0,18.0,0.0,8.0,1.0,26.0,18.0,0.37,159.0,0.56,1.0,3.0,164.0,40.0,0.0,5.0,2.0,34.0,7.0,9.0
22.0,21.0,21.0,0.61,190.0,0.75,0.0,1.0,101.0,33.0,0.0,9.0,2.0,33.0,20.0,0.61,209.0,0.61,2.0,1.0,141.0,25.0,0.0,11.0,2.0,27.0,23.0,20.0
31.0,6.0,20.0,0.33,225.0,0.58,2.0,3.0,97.0,19.0,0.0,5.0,3.0,26.0,18.0,0.3,243.0,0.56,0.0,3.0,119.0,31.0,0.0,6.0,0.0,34.0,14.0,26.0
18.0,17.0,13.0,0.31,170.0,0.61,2.0,4.0,46.0,17.0,0.0,14.0,1.0,31.0,18.0,0.4,152.0,0.53,0.0,2.0,102.0,31.0,0.0,4.0,0.0,29.0,3.0,17.0
28.0,25.0,20.0,0.42,287.0,0.57,2.0,3.0,31.0,21.0,0.0,10.0,0.0,36.0,14.0,0.36,154.0,0.43,2.0,3.0,121.0,25.0,0.0,7.0,0.0,24.0,19.0,42.0
24.0,15.0,23.0,0.63,192.0,0.75,0.0,4.0,109.0,33.0,0.0,8.0,1.0,31.0,19.0,0.5,188.0,0.51,2.0,2.0,103.0,26.0,0.0,8.0,0.0,29.0,28.0,24.0
29.0,30.0,26.0,0.4,316.0,0.6,1.0,7.0,89.0,26.0,0.0,7.0,0.0,39.0,12.0,0.14,183.0,0.72,0.0,2.0,34.0,21.0,0.0,5.0,2.0,21.0,25.0,28.0
5.0,0.0,19.0,0.25,254.0,0.58,0.0,0.0,86.0,26.0,0.0,7.0,0.0,27.0,22.0,0.44,324.0,0.62,3.0,3.0,77.0,21.0,0.0,8.0,1.0,33.0,24.0,7.0
26.0,20.0,18.0,0.25,250.0,0.53,1.0,2.0,51.0,14.0,0.0,8.0,2.0,26.0,18.0,0.2,119.0,0.52,1.0,4.0,200.0,40.0,0.0,7.0,2.0,34.0,10.0,14.0
17.0,16.0,14.0,0.35,205.0,0.48,5.0,3.0,29.0,17.0,0.0,3.0,0.0,27.0,18.0,0.53,149.0,0.68,0.0,2.0,187.0,37.0,0.0,6.0,0.0,33.0,6.0,38.0
19.0,1.0,21.0,0.55,227.0,0.56,5.0,2.0,77.0,14.0,0.0,7.0,2.0,21.0,26.0,0.47,337.0,0.67,1.0,0.0,167.0,39.0,0.0,17.0,0.0,39.0,8.0,37.0
0.0,7.0,12.0,0.25,168.0,0.6,1.0,6.0,14.0,13.0,0.0,10.0,1.0,27.0,16.0,0.41,193.0,0.51,0.0,1.0,97.0,29.0,0.0,5.0,1.0,33.0,10.0,25.0
6.0,5.0,12.0,0.4,175.0,0.55,0.0,6.0,128.0,24.0,0.0,7.0,0.0,31.0,18.0,0.43,122.0,0.46,1.0,0.0,146.0,38.0,0.0,6.0,0.0,29.0,3.0,10.0
30.0,26.0,8.0,0.25,84.0,0.48,3.0,3.0,58.0,17.0,0.0,2.0,0.0,22.0,30.0,0.7,443.0,0.84,0.0,2.0,140.0,30.0,0.0,6.0,1.0,38.0,3.0,42.0
8.0,23.0,8.0,0.28,100.0,0.41,0.0,2.0,47.0,17.0,0.0,3.0,0.0,21.0,18.0,0.5,127.0,0.72,0.0,1.0,191.0,40.0,0.0,13.0,0.0,39.0,3.0,19.0
10.0,21.0,14.0,0.28,249.0,0.52,1.0,2.0,39.0,16.0,0.0,12.0,2.0,28.0,17.0,0.35,146.0,0.42,1.0,1.0,104.0,36.0,0.0,6.0,0.0,32.0,17.0,27.0
3.0,4.0,18.0,0.36,253.0,0.66,0.0,1.0,135.0,32.0,0.0,5.0,0.0,29.0,16.0,0.53,108.0,0.61,0.0,8.0,113.0,25.0,0.0,7.0,1.0,31.0,27.0,7.0
29.0,28.0,16.0,0.27,189.0,0.62,1.0,4.0,108.0,22.0,0.0,4.0,0.0,29.0,18.0,0.3,297.0,0.69,1.0,5.0,82.0,16.0,0.0,8.0,1.0,31.0,17.0,12.0
