2014.0,1.0,18.0,31.0,19.0,0.5,175.0,0.69,1.0,3.0,80.0,21.0,0.66,8.0,0.0,27.0,25.0,0.36,191.0,0.67,0.0,1.0,207.0,37.0,0.6,4.0,1.0,33.0,16.0,36.0
2014.0,1.0,22.0,20.0,30.0,0.61,333.0,0.69,1.0,0.0,139.0,28.0,0.66,3.0,1.0,30.0,28.0,0.54,445.0,0.72,0.0,1.0,123.0,25.0,1.0,10.0,1.0,31.0,34.0,37.0
2014.0,1.0,19.0,29.0,18.0,0.25,170.0,0.68,0.0,0.0,185.0,32.0,1.0,7.0,0.0,28.0,15.0,0.28,246.0,0.66,2.0,5.0,72.0,22.0,0.0,13.0,0.0,32.0,34.0,6.0
2014.0,1.0,2.0,3.0,23.0,0.18,198.0,0.6,0.0,3.0,191.0,31.0,0.6,8.0,0.0,28.0,24.0,0.33,376.0,0.68,1.0,3.0,127.0,29.0,0.33,11.0,0.0,32.0,27.0,30.0
2014.0,1.0,6.0,26.0,18.0,0.14,242.0,0.55,0.0,3.0,64.0,24.0,0.0,7.0,1.0,29.0,24.0,0.42,275.0,0.6,1.0,5.0,145.0,32.0,0.0,6.0,2.0,31.0,17.0,34.0
2014.0,1.0,14.0,11.0,11.0,0.25,133.0,0.62,0.0,2.0,25.0,15.0,1.0,4.0,0.0,25.0,20.0,0.41,190.0,0.79,1.0,2.0,212.0,34.0,0.25,11.0,1.0,35.0,14.0,19.0
2014.0,1.0,1.0,0.0,16.0,0.28,301.0,0.65,0.0,0.0,79.0,26.0,0.0,4.0,0.0,31.0,26.0,0.47,329.0,0.56,1.0,3.0,94.0,20.0,0.33,3.0,1.0,30.0,23.0,16.0
2014.0,1.0,8.0,16.0,15.0,0.33,167.0,0.72,1.0,1.0,193.0,33.0,0.5,9.0,0.0,31.0,29.0,0.41,341.0,0.69,2.0,2.0,86.0,18.0,0.66,4.0,1.0,35.0,23.0,20.0
2014.0,1.0,27.0,4.0,20.0,0.25,241.0,0.78,0.0,3.0,131.0,23.0,0.5,7.0,2.0,31.0,16.0,0.5,206.0,0.63,0.0,0.0,115.0,34.0,0.0,6.0,1.0,29.0,6.0,17.0
2014.0,1.0,7.0,13.0,24.0,0.43,243.0,0.66,0.0,4.0,162.0,38.0,0.5,12.0,0.0,38.0,15.0,0.08,178.0,0.54,3.0,4.0,67.0,17.0,0.5,3.0,0.0,22.0,26.0,10.0
2014.0,1.0,10.0,9.0,20.0,0.29,226.0,0.51,0.0,4.0,89.0,20.0,1.0,9.0,2.0,30.0,25.0,0.53,169.0,0.56,1.0,1.0,191.0,38.0,0.5,4.0,2.0,30.0,20.0,33.0
2014.0,1.0,21.0,23.0,19.0,0.4,221.0,0.7,0.0,1.0,113.0,33.0,0.33,6.0,0.0,35.0,17.0,0.5,162.0,0.62,2.0,3.0,102.0,17.0,1.0,3.0,1.0,25.0,20.0,14.0
2014.0,1.0,30.0,24.0,19.0,0.58,192.0,0.69,0.0,1.0,127.0,30.0,0.66,11.0,0.0,29.0,26.0,0.55,255.0,0.62,3.0,3.0,127.0,23.0,0.5,10.0,1.0,31.0,28.0,17.0
2014.0,1.0,5.0,12.0,24.0,0.3,354.0,0.66,2.0,3.0,54.0,14.0,0.5,9.0,0.0,28.0,24.0,0.5,259.0,0.61,0.0,1.0,102.0,32.0,0.75,7.0,0.0,32.0,24.0,31.0
2014.0,1.0,25.0,17.0,16.0,0.23,144.0,0.54,2.0,2.0,53.0,22.0,1.0,4.0,0.0,24.0,20.0,0.66,341.0,0.68,0.0,1.0,76.0,30.0,0.6,8.0,0.0,36.0,14.0,35.0
2014.0,1.0,15.0,28.0,15.0,0.4,238.0,0.58,1.0,0.0,52.0,24.0,0.5,6.0,0.0,28.0,22.0,0.46,294.0,0.64,0.0,2.0,109.0,26.0,0.66,5.0,2.0,32.0,17.0,18.0
2014.0,2.0,3.0,0.0,17.0,0.5,202.0,0.59,1.0,2.0,99.0,18.0,0.0,9.0,2.0,25.0,25.0,0.41,166.0,0.72,0.0,0.0,157.0,36.0,0.33,4.0,0.0,35.0,6.0,26.0
2014.0,2.0,9.0,8.0,23.0,0.31,210.0,0.63,1.0,4.0,80.0,21.0,0.5,3.0,1.0,31.0,13.0,0.33,202.0,0.61,0.0,0.0,113.0,33.0,0.16,6.0,0.0,29.0,10.0,29.0
2014.0,2.0,6.0,27.0,8.0,0.23,123.0,0.5,1.0,10.0,25.0,10.0,0.0,6.0,0.0,21.0,32.0,0.42,258.0,0.66,0.0,3.0,191.0,42.0,0.66,11.0,0.0,39.0,10.0,41.0
2014.0,2.0,24.0,7.0,26.0,0.56,148.0,0.65,0.0,4.0,220.0,43.0,0.66,4.0,1.0,41.0,13.0,0.2,232.0,0.52,2.0,2.0,82.0,13.0,0.0,5.0,0.0,19.0,26.0,10.0
2014.0,2.0,28.0,25.0,21.0,0.38,142.0,0.48,0.0,4.0,124.0,28.0,0.25,7.0,0.0,28.0,24.0,0.5,260.0,0.66,2.0,2.0,81.0,27.0,0.66,9.0,2.0,32.0,25.0,14.0
2014.0,2.0,10.0,19.0,16.0,0.35,142.0,0.66,0.0,1.0,150.0,37.0,0.5,15.0,0.0,32.0,17.0,0.36,163.0,0.52,4.0,6.0,54.0,19.0,0.0,7.0,0.0,28.0,30.0,7.0
2014.0,2.0,22.0,2.0,26.0,0.53,223.0,0.67,1.0,2.0,174.0,27.0,0.75,5.0,1.0,32.0,23.0,0.43,202.0,0.58,0.0,1.0,122.0,30.0,0.5,4.0,0.0,28.0,24.0,26.0
2014.0,2.0,20.0,1.0,19.0,0.25,212.0,0.54,3.0,2.0,97.0,19.0,1.0,7.0,0.0,27.0,21.0,0.42,302.0,0.66,0.0,0.0,170.0,45.0,0.66,7.0,0.0,33.0,10.0,24.0
2014.0,2.0,17.0,21.0,21.0,0.4,253.0,0.56,1.0,4.0,70.0,18.0,1.0,5.0,2.0,31.0,20.0,0.25,251.0,0.64,0.0,4.0,62.0,24.0,0.5,4.0,0.0,29.0,7.0,24.0
2014.0,2.0,29.0,23.0,20.0,0.45,220.0,0.75,0.0,2.0,119.0,29.0,0.33,5.0,1.0,32.0,18.0,0.5,175.0,0.76,1.0,1.0,157.0,30.0,0.4,4.0,0.0,28.0,19.0,17.0
2014.0,2.0,31.0,15.0,14.0,0.37,180.0,0.68,0.0,2.0,108.0,13.0,1.0,8.0,1.0,18.0,26.0,0.58,276.0,0.75,0.0,1.0,101.0,37.0,0.75,6.0,0.0,42.0,21.0,30.0
2014.0,2.0,4.0,14.0,20.0,0.6,139.0,0.73,0.0,0.0,188.0,46.0,0.6,7.0,0.0,39.0,22.0,0.22,263.0,0.64,2.0,0.0,101.0,17.0,1.0,5.0,2.0,21.0,30.0,14.0
2014.0,2.0,11.0,18.0,19.0,0.47,166.0,0.5,1.0,2.0,147.0,37.0,1.0,7.0,0.0,30.0,25.0,0.5,310.0,0.59,0.0,4.0,80.0,22.0,0.5,3.0,1.0,30.0,24.0,31.0
2014.0,2.0,13.0,12.0,28.0,0.68,247.0,0.61,0.0,2.0,133.0,31.0,0.5,7.0,0.0,36.0,19.0,0.37,237.0,0.8,0.0,1.0,88.0,19.0,0.75,11.0,0.0,24.0,17.0,24.0
2014.0,2.0,16.0,30.0,19.0,0.33,170.0,0.67,0.0,1.0,46.0,17.0,1.0,10.0,0.0,26.0,19.0,0.53,232.0,0.61,3.0,4.0,127.0,27.0,0.4,16.0,1.0,34.0,28.0,20.0
2014.0,2.0,26.0,5.0,24.0,0.41,331.0,0.56,1.0,0.0,127.0,27.0,0.5,11.0,0.0,24.0,25.0,0.33,172.0,0.58,1.0,0.0,169.0,38.0,0.75,4.0,1.0,36.0,30.0,27.0
2014.0,3.0,23.0,20.0,10.0,0.23,153.0,0.61,1.0,3.0,64.0,18.0,1.0,11.0,4.0,27.0,26.0,0.72,344.0,0.85,1.0,1.0,144.0,36.0,0.75,5.0,3.0,33.0,14.0,56.0
2014.0,3.0,15.0,8.0,20.0,0.38,250.0,0.72,0.0,2.0,83.0,36.0,0.5,6.0,0.0,32.0,18.0,0.42,205.0,0.57,0.0,3.0,87.0,22.0,0.5,11.0,0.0,28.0,22.0,10.0
2014.0,3.0,24.0,29.0,19.0,0.5,217.0,0.78,1.0,0.0,123.0,29.0,0.5,3.0,1.0,27.0,26.0,0.61,327.0,0.71,2.0,0.0,121.0,30.0,0.5,8.0,1.0,33.0,34.0,31.0
2014.0,3.0,27.0,26.0,27.0,0.53,427.0,0.62,1.0,0.0,84.0,28.0,0.75,10.0,0.0,35.0,22.0,0.36,325.0,0.65,0.0,0.0,54.0,25.0,0.5,9.0,1.0,25.0,34.0,37.0
2014.0,3.0,4.0,25.0,20.0,0.16,292.0,0.6,3.0,2.0,119.0,25.0,0.5,5.0,0.0,27.0,26.0,0.33,226.0,0.75,0.0,1.0,193.0,42.0,0.28,4.0,1.0,33.0,17.0,30.0
2014.0,3.0,19.0,22.0,13.0,0.4,188.0,0.56,0.0,2.0,59.0,22.0,0.0,5.0,0.0,26.0,27.0,0.69,288.0,0.77,0.0,1.0,108.0,32.0,0.66,4.0,0.0,34.0,9.0,20.0
2014.0,3.0,7.0,1.0,22.0,0.16,177.0,0.5,2.0,2.0,149.0,28.0,0.5,11.0,0.0,31.0,25.0,0.33,184.0,0.65,1.0,0.0,116.0,31.0,0.8,7.0,0.0,29.0,7.0,33.0
2014.0,3.0,0.0,2.0,23.0,0.33,217.0,0.61,1.0,0.0,160.0,33.0,0.4,5.0,0.0,31.0,19.0,0.45,290.0,0.76,0.0,0.0,85.0,30.0,0.75,12.0,0.0,29.0,23.0,21.0
2014.0,3.0,18.0,17.0,14.0,0.4,147.0,0.59,0.0,2.0,76.0,22.0,0.5,5.0,1.0,22.0,21.0,0.61,238.0,0.64,2.0,2.0,115.0,38.0,0.0,6.0,1.0,38.0,7.0,19.0
2014.0,3.0,5.0,6.0,27.0,0.57,385.0,0.76,0.0,2.0,144.0,29.0,0.66,8.0,0.0,37.0,18.0,0.4,239.0,0.58,2.0,4.0,105.0,20.0,1.0,2.0,1.0,23.0,44.0,17.0
2014.0,3.0,14.0,10.0,14.0,0.38,174.0,0.61,1.0,0.0,67.0,22.0,0.0,6.0,0.0,28.0,21.0,0.5,221.0,0.64,0.0,2.0,76.0,32.0,0.25,6.0,0.0,32.0,9.0,16.0
2014.0,3.0,30.0,28.0,20.0,0.5,236.0,0.78,0.0,1.0,82.0,23.0,0.66,9.0,0.0,32.0,24.0,0.61,254.0,0.55,0.0,0.0,84.0,27.0,0.25,5.0,1.0,28.0,14.0,23.0
2014.0,3.0,12.0,31.0,20.0,0.37,296.0,0.63,1.0,1.0,36.0,20.0,0.5,4.0,1.0,28.0,26.0,0.41,255.0,0.71,1.0,3.0,129.0,37.0,0.5,7.0,0.0,38.0,20.0,26.0
2014.0,3.0,13.0,9.0,23.0,0.56,168.0,0.76,0.0,5.0,174.0,41.0,1.0,4.0,2.0,34.0,18.0,0.26,191.0,0.48,0.0,4.0,141.0,20.0,0.5,6.0,0.0,26.0,34.0,15.0
